213439418	213439372,213473861,213494780
213439581	213439581,213439699
213439699	213439581,213496166,213463834,213453065
213440029	213507036
213440382	213440400,213453086,213453065
213440400	213522894,213440382,213453086
213440879	213440884,213441364,213450430
213440884	213440879,213440884
213440995	213539753,213441018,213448491
213441018	213440995,213450064,213457960
213441336	213441364,2108342479
213441364	213441373,213441336,213440879
213441373	213441364,213512996,213441381
213441381	213492795,8796625904,213441373
213441396	213441399,213485629,8796625904
213441399	213441396,213481170,213433382
213441419	213469546,213441459,213433382
213441459	213469579,213441474,213441419
213441474	213433435,213448390,213441459
213442475	213442477
213442477	213442475,213489160
213443023	213457945,213474348
213443650	213443663,213425884
213443663	213443650,213443669,1010920879,213561231
213443669	213443663,3226665003,213508010
213443682	213443687,3226665003,213504453
213443687	213443682,213504453,213443695,1300370270
213443695	5408203403,1045328610,213443700,213443687
213443700	1045328301,213443695,213443721
213443721	213467870,213443700,213443724
213443724	213432562,213443721
213444425	213444455,213518231,213518192
213444455	213444425,213451315,213518192
213447472	213447564,1300370316,5787912370
213447564	213447472,213447572
213447572	213434008,213447564
213447726	213448314,213447758,213448302
213447758	213447782,213447726,213482071,213448314
213447782	213447816,213447758,213448339,213482074
213447816	213447782,213448373,213469584
213448154	213473820,213448339,213448314,213503264
213448229	213410917,213532081,213448264
213448264	213489310,213410869,213448229
213448302	213494726,213447726,213433310
213448314	213447726,213448154,213447758
213448339	213448373,213448154,213447782,213473823
213448373	213448390,213448339,213447816
213448390	213448373,213441474,213522772
213448409	213448412,213433435,213449698
213448412	213448409,213448460
213448460	213518192,213464033,213448412,213448467
213448467	213464029,213448460,213448475
213448475	213519777,213448467,213448477
213448477	213464020,213448475,213436285,213448486
213448486	213456441,213448477,213448490
213448490	213551978,213448491,213448486
213448491	213440995,213448504,213448490
213448504	213448491
213448624	3281285789
213449576	213449627,213487471,213487509
213449627	213449576,213449630
213449630	213467710,213449627,213449675
213449675	213554396,213449698,213449630
213449698	213449675,213448412
213450064	213450068,213441018,213539753
213450068	213450070,213450064,213500416
213450070	213450068,213455191,213455185
213450100	213450100,5099726229
213450117	213450218,213483664,213483452
213450218	213450117,213432562
213450231	213450245,213483536
213450245	213450231,213450245
213450430	213440879,213482128,213482371,213482023
213450709	213450714,213482128
213450714	213450709
213451315	213451317,213518231,213444455
213451317	213451321,213451315,213451340
213451321	213451317,213505263,213502621
213451340	213410402,213451317,213505263
213452229	213473403,213504487
213452335	213452370,213468188
213452370	213452409,213452335,213474064
213452409	213452370,213410959,213501171
213452938	213452983,213518231
213452983	213452938,213502613
213453065	213470308,213440382,213439699
213453086	213453088,213440382,213440400
213453088	213453086
213454357	213454360,213454380,213458258
213454360	213454380,213454357,213454363
213454363	213454360,213458260,213454380
213454380	213454360,213454363,213454357
213454690	213410388,213454697,819447164
213454697	213487362,213454725,213454690
213454725	213496822,213454738,213454697
213454738	213432224,213454725,11229742063
213454748	213517161,213454760,213432224
213454760	213517172,213454748
213455047	213418913,213436718
213455169	213455185
213455185	213450070,213455169,213457960
213455191	213450070,213500416,213458835
213456390	213535033,213456405,1752640234
213456405	213456408,213456390,213508672,10633061420
213456408	213456405,213520497,213511992
213456441	213470027,213448486,213456451
213456451	213456441
213457945	213443023
213457960	213457969,213441018,213455185
213457969	213457960
213458258	213458260,213458867,213454357
213458260	213458258,213454363,213458835
213458835	213458867,213458260,213455191
213458867	213470027,213458258,213458835
213459863	1300370316,213545182
213460055	213419956
213460113	213460159,213419956,213434008
213460159	213558866,213460172,213460113
213460172	213507379,213410388,213460159
